id,input_path,encoded_path,discrimination
10091,BigDataCup2022/S1/test/input/10091.jpg,BigDataCup2022/S1/test/enc/10091.jpg,0
10092,BigDataCup2022/S1/test/input/10092.jpg,BigDataCup2022/S1/test/enc/10092.jpg,1
10093,BigDataCup2022/S1/test/input/10093.jpg,BigDataCup2022/S1/test/enc/10093.jpg,0
10094,BigDataCup2022/S1/test/input/10094.jpg,BigDataCup2022/S1/test/enc/10094.jpg,0
10095,BigDataCup2022/S1/test/input/10095.jpg,BigDataCup2022/S1/test/enc/10095.jpg,1
10096,BigDataCup2022/S1/test/input/10096.jpg,BigDataCup2022/S1/test/enc/10096.jpg,0
10097,BigDataCup2022/S1/test/input/10097.jpg,BigDataCup2022/S1/test/enc/10097.jpg,0
10098,BigDataCup2022/S1/test/input/10098.jpg,BigDataCup2022/S1/test/enc/10098.jpg,0
10099,BigDataCup2022/S1/test/input/10099.jpg,BigDataCup2022/S1/test/enc/10099.jpg,0
10100,BigDataCup2022/S1/test/input/10100.jpg,BigDataCup2022/S1/test/enc/10100.jpg,1
10101,BigDataCup2022/S1/test/input/10101.jpg,BigDataCup2022/S1/test/enc/10101.jpg,1
10102,BigDataCup2022/S1/test/input/10102.jpg,BigDataCup2022/S1/test/enc/10102.jpg,0
10103,BigDataCup2022/S1/test/input/10103.jpg,BigDataCup2022/S1/test/enc/10103.jpg,1
10104,BigDataCup2022/S1/test/input/10104.jpg,BigDataCup2022/S1/test/enc/10104.jpg,1
10105,BigDataCup2022/S1/test/input/10105.jpg,BigDataCup2022/S1/test/enc/10105.jpg,1
10106,BigDataCup2022/S1/test/input/10106.jpg,BigDataCup2022/S1/test/enc/10106.jpg,1
10107,BigDataCup2022/S1/test/input/10107.jpg,BigDataCup2022/S1/test/enc/10107.jpg,1
10108,BigDataCup2022/S1/test/input/10108.jpg,BigDataCup2022/S1/test/enc/10108.jpg,1
10109,BigDataCup2022/S1/test/input/10109.jpg,BigDataCup2022/S1/test/enc/10109.jpg,0
10110,BigDataCup2022/S1/test/input/10110.jpg,BigDataCup2022/S1/test/enc/10110.jpg,0
10111,BigDataCup2022/S1/test/input/10111.jpg,BigDataCup2022/S1/test/enc/10111.jpg,1
10112,BigDataCup2022/S1/test/input/10112.jpg,BigDataCup2022/S1/test/enc/10112.jpg,1
10113,BigDataCup2022/S1/test/input/10113.jpg,BigDataCup2022/S1/test/enc/10113.jpg,1
10114,BigDataCup2022/S1/test/input/10114.jpg,BigDataCup2022/S1/test/enc/10114.jpg,1
10115,BigDataCup2022/S1/test/input/10115.jpg,BigDataCup2022/S1/test/enc/10115.jpg,1
10116,BigDataCup2022/S1/test/input/10116.jpg,BigDataCup2022/S1/test/enc/10116.jpg,0
10117,BigDataCup2022/S1/test/input/10117.jpg,BigDataCup2022/S1/test/enc/10117.jpg,1
10118,BigDataCup2022/S1/test/input/10118.jpg,BigDataCup2022/S1/test/enc/10118.jpg,0
10119,BigDataCup2022/S1/test/input/10119.jpg,BigDataCup2022/S1/test/enc/10119.jpg,1
10120,BigDataCup2022/S1/test/input/10120.jpg,BigDataCup2022/S1/test/enc/10120.jpg,0
10121,BigDataCup2022/S1/test/input/10121.jpg,BigDataCup2022/S1/test/enc/10121.jpg,1
10122,BigDataCup2022/S1/test/input/10122.jpg,BigDataCup2022/S1/test/enc/10122.jpg,1
10123,BigDataCup2022/S1/test/input/10123.jpg,BigDataCup2022/S1/test/enc/10123.jpg,1
10124,BigDataCup2022/S1/test/input/10124.jpg,BigDataCup2022/S1/test/enc/10124.jpg,1
10125,BigDataCup2022/S1/test/input/10125.jpg,BigDataCup2022/S1/test/enc/10125.jpg,0
10126,BigDataCup2022/S1/test/input/10126.jpg,BigDataCup2022/S1/test/enc/10126.jpg,1
10127,BigDataCup2022/S1/test/input/10127.jpg,BigDataCup2022/S1/test/enc/10127.jpg,0
10128,BigDataCup2022/S1/test/input/10128.jpg,BigDataCup2022/S1/test/enc/10128.jpg,1
10129,BigDataCup2022/S1/test/input/10129.jpg,BigDataCup2022/S1/test/enc/10129.jpg,1
10130,BigDataCup2022/S1/test/input/10130.jpg,BigDataCup2022/S1/test/enc/10130.jpg,0
10131,BigDataCup2022/S1/test/input/10131.jpg,BigDataCup2022/S1/test/enc/10131.jpg,0
10132,BigDataCup2022/S1/test/input/10132.jpg,BigDataCup2022/S1/test/enc/10132.jpg,1
10133,BigDataCup2022/S1/test/input/10133.jpg,BigDataCup2022/S1/test/enc/10133.jpg,1
10134,BigDataCup2022/S1/test/input/10134.jpg,BigDataCup2022/S1/test/enc/10134.jpg,1
10135,BigDataCup2022/S1/test/input/10135.jpg,BigDataCup2022/S1/test/enc/10135.jpg,1
10136,BigDataCup2022/S1/test/input/10136.jpg,BigDataCup2022/S1/test/enc/10136.jpg,1
10137,BigDataCup2022/S1/test/input/10137.jpg,BigDataCup2022/S1/test/enc/10137.jpg,1
10138,BigDataCup2022/S1/test/input/10138.jpg,BigDataCup2022/S1/test/enc/10138.jpg,0
10139,BigDataCup2022/S1/test/input/10139.jpg,BigDataCup2022/S1/test/enc/10139.jpg,0
10140,BigDataCup2022/S1/test/input/10140.jpg,BigDataCup2022/S1/test/enc/10140.jpg,0
10141,BigDataCup2022/S1/test/input/10141.jpg,BigDataCup2022/S1/test/enc/10141.jpg,0
10142,BigDataCup2022/S1/test/input/10142.jpg,BigDataCup2022/S1/test/enc/10142.jpg,0
10143,BigDataCup2022/S1/test/input/10143.jpg,BigDataCup2022/S1/test/enc/10143.jpg,1
10144,BigDataCup2022/S1/test/input/10144.jpg,BigDataCup2022/S1/test/enc/10144.jpg,1
10145,BigDataCup2022/S1/test/input/10145.jpg,BigDataCup2022/S1/test/enc/10145.jpg,1
10146,BigDataCup2022/S1/test/input/10146.jpg,BigDataCup2022/S1/test/enc/10146.jpg,1
10147,BigDataCup2022/S1/test/input/10147.jpg,BigDataCup2022/S1/test/enc/10147.jpg,1
10148,BigDataCup2022/S1/test/input/10148.jpg,BigDataCup2022/S1/test/enc/10148.jpg,1
10149,BigDataCup2022/S1/test/input/10149.jpg,BigDataCup2022/S1/test/enc/10149.jpg,1
10150,BigDataCup2022/S1/test/input/10150.jpg,BigDataCup2022/S1/test/enc/10150.jpg,0
10151,BigDataCup2022/S1/test/input/10151.jpg,BigDataCup2022/S1/test/enc/10151.jpg,1
10152,BigDataCup2022/S1/test/input/10152.jpg,BigDataCup2022/S1/test/enc/10152.jpg,0
10153,BigDataCup2022/S1/test/input/10153.jpg,BigDataCup2022/S1/test/enc/10153.jpg,0
10154,BigDataCup2022/S1/test/input/10154.jpg,BigDataCup2022/S1/test/enc/10154.jpg,1
10155,BigDataCup2022/S1/test/input/10155.jpg,BigDataCup2022/S1/test/enc/10155.jpg,0
10156,BigDataCup2022/S1/test/input/10156.jpg,BigDataCup2022/S1/test/enc/10156.jpg,1
10157,BigDataCup2022/S1/test/input/10157.jpg,BigDataCup2022/S1/test/enc/10157.jpg,1
10158,BigDataCup2022/S1/test/input/10158.jpg,BigDataCup2022/S1/test/enc/10158.jpg,1
10159,BigDataCup2022/S1/test/input/10159.jpg,BigDataCup2022/S1/test/enc/10159.jpg,0
10160,BigDataCup2022/S1/test/input/10160.jpg,BigDataCup2022/S1/test/enc/10160.jpg,0
10161,BigDataCup2022/S1/test/input/10161.jpg,BigDataCup2022/S1/test/enc/10161.jpg,0
10162,BigDataCup2022/S1/test/input/10162.jpg,BigDataCup2022/S1/test/enc/10162.jpg,1
10163,BigDataCup2022/S1/test/input/10163.jpg,BigDataCup2022/S1/test/enc/10163.jpg,1
10164,BigDataCup2022/S1/test/input/10164.jpg,BigDataCup2022/S1/test/enc/10164.jpg,1
10165,BigDataCup2022/S1/test/input/10165.jpg,BigDataCup2022/S1/test/enc/10165.jpg,0
10166,BigDataCup2022/S1/test/input/10166.jpg,BigDataCup2022/S1/test/enc/10166.jpg,0
10167,BigDataCup2022/S1/test/input/10167.jpg,BigDataCup2022/S1/test/enc/10167.jpg,1
10168,BigDataCup2022/S1/test/input/10168.jpg,BigDataCup2022/S1/test/enc/10168.jpg,0
10169,BigDataCup2022/S1/test/input/10169.jpg,BigDataCup2022/S1/test/enc/10169.jpg,0
10170,BigDataCup2022/S1/test/input/10170.jpg,BigDataCup2022/S1/test/enc/10170.jpg,0
10171,BigDataCup2022/S1/test/input/10171.jpg,BigDataCup2022/S1/test/enc/10171.jpg,0
10172,BigDataCup2022/S1/test/input/10172.jpg,BigDataCup2022/S1/test/enc/10172.jpg,1
10173,BigDataCup2022/S1/test/input/10173.jpg,BigDataCup2022/S1/test/enc/10173.jpg,0
10174,BigDataCup2022/S1/test/input/10174.jpg,BigDataCup2022/S1/test/enc/10174.jpg,1
10175,BigDataCup2022/S1/test/input/10175.jpg,BigDataCup2022/S1/test/enc/10175.jpg,0
10176,BigDataCup2022/S1/test/input/10176.jpg,BigDataCup2022/S1/test/enc/10176.jpg,1
10177,BigDataCup2022/S1/test/input/10177.jpg,BigDataCup2022/S1/test/enc/10177.jpg,0
10178,BigDataCup2022/S1/test/input/10178.jpg,BigDataCup2022/S1/test/enc/10178.jpg,1
10179,BigDataCup2022/S1/test/input/10179.jpg,BigDataCup2022/S1/test/enc/10179.jpg,0
10180,BigDataCup2022/S1/test/input/10180.jpg,BigDataCup2022/S1/test/enc/10180.jpg,1
10181,BigDataCup2022/S1/test/input/10181.jpg,BigDataCup2022/S1/test/enc/10181.jpg,1
10182,BigDataCup2022/S1/test/input/10182.jpg,BigDataCup2022/S1/test/enc/10182.jpg,1
10183,BigDataCup2022/S1/test/input/10183.jpg,BigDataCup2022/S1/test/enc/10183.jpg,0
10184,BigDataCup2022/S1/test/input/10184.jpg,BigDataCup2022/S1/test/enc/10184.jpg,0
10185,BigDataCup2022/S1/test/input/10185.jpg,BigDataCup2022/S1/test/enc/10185.jpg,0
10186,BigDataCup2022/S1/test/input/10186.jpg,BigDataCup2022/S1/test/enc/10186.jpg,1
10187,BigDataCup2022/S1/test/input/10187.jpg,BigDataCup2022/S1/test/enc/10187.jpg,1
10188,BigDataCup2022/S1/test/input/10188.jpg,BigDataCup2022/S1/test/enc/10188.jpg,1
10189,BigDataCup2022/S1/test/input/10189.jpg,BigDataCup2022/S1/test/enc/10189.jpg,0
10190,BigDataCup2022/S1/test/input/10190.jpg,BigDataCup2022/S1/test/enc/10190.jpg,1
10191,BigDataCup2022/S1/test/input/10191.jpg,BigDataCup2022/S1/test/enc/10191.jpg,0
10192,BigDataCup2022/S1/test/input/10192.jpg,BigDataCup2022/S1/test/enc/10192.jpg,1
10193,BigDataCup2022/S1/test/input/10193.jpg,BigDataCup2022/S1/test/enc/10193.jpg,1
10194,BigDataCup2022/S1/test/input/10194.jpg,BigDataCup2022/S1/test/enc/10194.jpg,0
10195,BigDataCup2022/S1/test/input/10195.jpg,BigDataCup2022/S1/test/enc/10195.jpg,1
10196,BigDataCup2022/S1/test/input/10196.jpg,BigDataCup2022/S1/test/enc/10196.jpg,0
10197,BigDataCup2022/S1/test/input/10197.jpg,BigDataCup2022/S1/test/enc/10197.jpg,0
10198,BigDataCup2022/S1/test/input/10198.jpg,BigDataCup2022/S1/test/enc/10198.jpg,1
10199,BigDataCup2022/S1/test/input/10199.jpg,BigDataCup2022/S1/test/enc/10199.jpg,1
10200,BigDataCup2022/S1/test/input/10200.jpg,BigDataCup2022/S1/test/enc/10200.jpg,0
10201,BigDataCup2022/S1/test/input/10201.jpg,BigDataCup2022/S1/test/enc/10201.jpg,1
10202,BigDataCup2022/S1/test/input/10202.jpg,BigDataCup2022/S1/test/enc/10202.jpg,1
10203,BigDataCup2022/S1/test/input/10203.jpg,BigDataCup2022/S1/test/enc/10203.jpg,1
10204,BigDataCup2022/S1/test/input/10204.jpg,BigDataCup2022/S1/test/enc/10204.jpg,0
10205,BigDataCup2022/S1/test/input/10205.jpg,BigDataCup2022/S1/test/enc/10205.jpg,1
10206,BigDataCup2022/S1/test/input/10206.jpg,BigDataCup2022/S1/test/enc/10206.jpg,1
10207,BigDataCup2022/S1/test/input/10207.jpg,BigDataCup2022/S1/test/enc/10207.jpg,0
10208,BigDataCup2022/S1/test/input/10208.jpg,BigDataCup2022/S1/test/enc/10208.jpg,1
10209,BigDataCup2022/S1/test/input/10209.jpg,BigDataCup2022/S1/test/enc/10209.jpg,0
10210,BigDataCup2022/S1/test/input/10210.jpg,BigDataCup2022/S1/test/enc/10210.jpg,0
10211,BigDataCup2022/S1/test/input/10211.jpg,BigDataCup2022/S1/test/enc/10211.jpg,0
10212,BigDataCup2022/S1/test/input/10212.jpg,BigDataCup2022/S1/test/enc/10212.jpg,1
10213,BigDataCup2022/S1/test/input/10213.jpg,BigDataCup2022/S1/test/enc/10213.jpg,0
10214,BigDataCup2022/S1/test/input/10214.jpg,BigDataCup2022/S1/test/enc/10214.jpg,0
10215,BigDataCup2022/S1/test/input/10215.jpg,BigDataCup2022/S1/test/enc/10215.jpg,1
10216,BigDataCup2022/S1/test/input/10216.jpg,BigDataCup2022/S1/test/enc/10216.jpg,1
10217,BigDataCup2022/S1/test/input/10217.jpg,BigDataCup2022/S1/test/enc/10217.jpg,0
10218,BigDataCup2022/S1/test/input/10218.jpg,BigDataCup2022/S1/test/enc/10218.jpg,0
10219,BigDataCup2022/S1/test/input/10219.jpg,BigDataCup2022/S1/test/enc/10219.jpg,0
10220,BigDataCup2022/S1/test/input/10220.jpg,BigDataCup2022/S1/test/enc/10220.jpg,0
10221,BigDataCup2022/S1/test/input/10221.jpg,BigDataCup2022/S1/test/enc/10221.jpg,0
10222,BigDataCup2022/S1/test/input/10222.jpg,BigDataCup2022/S1/test/enc/10222.jpg,0
10223,BigDataCup2022/S1/test/input/10223.jpg,BigDataCup2022/S1/test/enc/10223.jpg,1
10224,BigDataCup2022/S1/test/input/10224.jpg,BigDataCup2022/S1/test/enc/10224.jpg,1
10225,BigDataCup2022/S1/test/input/10225.jpg,BigDataCup2022/S1/test/enc/10225.jpg,0
10226,BigDataCup2022/S1/test/input/10226.jpg,BigDataCup2022/S1/test/enc/10226.jpg,0
10227,BigDataCup2022/S1/test/input/10227.jpg,BigDataCup2022/S1/test/enc/10227.jpg,0
10228,BigDataCup2022/S1/test/input/10228.jpg,BigDataCup2022/S1/test/enc/10228.jpg,1
10229,BigDataCup2022/S1/test/input/10229.jpg,BigDataCup2022/S1/test/enc/10229.jpg,0
10230,BigDataCup2022/S1/test/input/10230.jpg,BigDataCup2022/S1/test/enc/10230.jpg,0
10231,BigDataCup2022/S1/test/input/10231.jpg,BigDataCup2022/S1/test/enc/10231.jpg,1
10232,BigDataCup2022/S1/test/input/10232.jpg,BigDataCup2022/S1/test/enc/10232.jpg,1
10233,BigDataCup2022/S1/test/input/10233.jpg,BigDataCup2022/S1/test/enc/10233.jpg,0
10234,BigDataCup2022/S1/test/input/10234.jpg,BigDataCup2022/S1/test/enc/10234.jpg,1
10235,BigDataCup2022/S1/test/input/10235.jpg,BigDataCup2022/S1/test/enc/10235.jpg,1
10236,BigDataCup2022/S1/test/input/10236.jpg,BigDataCup2022/S1/test/enc/10236.jpg,1
10237,BigDataCup2022/S1/test/input/10237.jpg,BigDataCup2022/S1/test/enc/10237.jpg,0
10238,BigDataCup2022/S1/test/input/10238.jpg,BigDataCup2022/S1/test/enc/10238.jpg,1
10239,BigDataCup2022/S1/test/input/10239.jpg,BigDataCup2022/S1/test/enc/10239.jpg,0
10240,BigDataCup2022/S1/test/input/10240.jpg,BigDataCup2022/S1/test/enc/10240.jpg,0
10241,BigDataCup2022/S1/test/input/10241.jpg,BigDataCup2022/S1/test/enc/10241.jpg,0
10242,BigDataCup2022/S1/test/input/10242.jpg,BigDataCup2022/S1/test/enc/10242.jpg,1
10243,BigDataCup2022/S1/test/input/10243.jpg,BigDataCup2022/S1/test/enc/10243.jpg,0
10244,BigDataCup2022/S1/test/input/10244.jpg,BigDataCup2022/S1/test/enc/10244.jpg,1
10245,BigDataCup2022/S1/test/input/10245.jpg,BigDataCup2022/S1/test/enc/10245.jpg,1
10246,BigDataCup2022/S1/test/input/10246.jpg,BigDataCup2022/S1/test/enc/10246.jpg,0
10247,BigDataCup2022/S1/test/input/10247.jpg,BigDataCup2022/S1/test/enc/10247.jpg,1
10248,BigDataCup2022/S1/test/input/10248.jpg,BigDataCup2022/S1/test/enc/10248.jpg,1
10249,BigDataCup2022/S1/test/input/10249.jpg,BigDataCup2022/S1/test/enc/10249.jpg,1
10250,BigDataCup2022/S1/test/input/10250.jpg,BigDataCup2022/S1/test/enc/10250.jpg,0
10251,BigDataCup2022/S1/test/input/10251.jpg,BigDataCup2022/S1/test/enc/10251.jpg,1
10252,BigDataCup2022/S1/test/input/10252.jpg,BigDataCup2022/S1/test/enc/10252.jpg,0
10253,BigDataCup2022/S1/test/input/10253.jpg,BigDataCup2022/S1/test/enc/10253.jpg,0
10254,BigDataCup2022/S1/test/input/10254.jpg,BigDataCup2022/S1/test/enc/10254.jpg,1
10255,BigDataCup2022/S1/test/input/10255.jpg,BigDataCup2022/S1/test/enc/10255.jpg,1
10256,BigDataCup2022/S1/test/input/10256.jpg,BigDataCup2022/S1/test/enc/10256.jpg,1
10257,BigDataCup2022/S1/test/input/10257.jpg,BigDataCup2022/S1/test/enc/10257.jpg,1
10258,BigDataCup2022/S1/test/input/10258.jpg,BigDataCup2022/S1/test/enc/10258.jpg,0
10259,BigDataCup2022/S1/test/input/10259.jpg,BigDataCup2022/S1/test/enc/10259.jpg,0
10260,BigDataCup2022/S1/test/input/10260.jpg,BigDataCup2022/S1/test/enc/10260.jpg,1
10261,BigDataCup2022/S1/test/input/10261.jpg,BigDataCup2022/S1/test/enc/10261.jpg,0
10262,BigDataCup2022/S1/test/input/10262.jpg,BigDataCup2022/S1/test/enc/10262.jpg,1
10263,BigDataCup2022/S1/test/input/10263.jpg,BigDataCup2022/S1/test/enc/10263.jpg,0
10264,BigDataCup2022/S1/test/input/10264.jpg,BigDataCup2022/S1/test/enc/10264.jpg,0
10265,BigDataCup2022/S1/test/input/10265.jpg,BigDataCup2022/S1/test/enc/10265.jpg,0
10266,BigDataCup2022/S1/test/input/10266.jpg,BigDataCup2022/S1/test/enc/10266.jpg,0
10267,BigDataCup2022/S1/test/input/10267.jpg,BigDataCup2022/S1/test/enc/10267.jpg,0
