id,input_path,encoded_path,distance
10029,BigDataCup2022/S1/test/input/10029.jpg,BigDataCup2022/S1/test/enc/10029.jpg,4.608973
10030,BigDataCup2022/S1/test/input/10030.jpg,BigDataCup2022/S1/test/enc/10030.jpg,4.086188
10031,BigDataCup2022/S1/test/input/10031.jpg,BigDataCup2022/S1/test/enc/10031.jpg,0.104015
10032,BigDataCup2022/S1/test/input/10032.jpg,BigDataCup2022/S1/test/enc/10032.jpg,3.355208
10033,BigDataCup2022/S1/test/input/10033.jpg,BigDataCup2022/S1/test/enc/10033.jpg,4.233316
10034,BigDataCup2022/S1/test/input/10034.jpg,BigDataCup2022/S1/test/enc/10034.jpg,0.264099
10035,BigDataCup2022/S1/test/input/10035.jpg,BigDataCup2022/S1/test/enc/10035.jpg,0.227699
10036,BigDataCup2022/S1/test/input/10036.jpg,BigDataCup2022/S1/test/enc/10036.jpg,1.902277
10037,BigDataCup2022/S1/test/input/10037.jpg,BigDataCup2022/S1/test/enc/10037.jpg,0.208066
10038,BigDataCup2022/S1/test/input/10038.jpg,BigDataCup2022/S1/test/enc/10038.jpg,3.546710
10039,BigDataCup2022/S1/test/input/10039.jpg,BigDataCup2022/S1/test/enc/10039.jpg,0.043583
10040,BigDataCup2022/S1/test/input/10040.jpg,BigDataCup2022/S1/test/enc/10040.jpg,0.210290
10041,BigDataCup2022/S1/test/input/10041.jpg,BigDataCup2022/S1/test/enc/10041.jpg,0.395353
10042,BigDataCup2022/S1/test/input/10042.jpg,BigDataCup2022/S1/test/enc/10042.jpg,0.051799
10043,BigDataCup2022/S1/test/input/10043.jpg,BigDataCup2022/S1/test/enc/10043.jpg,0.132988
10044,BigDataCup2022/S1/test/input/10044.jpg,BigDataCup2022/S1/test/enc/10044.jpg,2.577560
10045,BigDataCup2022/S1/test/input/10045.jpg,BigDataCup2022/S1/test/enc/10045.jpg,0.015449
10046,BigDataCup2022/S1/test/input/10046.jpg,BigDataCup2022/S1/test/enc/10046.jpg,0.263475
10047,BigDataCup2022/S1/test/input/10047.jpg,BigDataCup2022/S1/test/enc/10047.jpg,0.053086
10048,BigDataCup2022/S1/test/input/10048.jpg,BigDataCup2022/S1/test/enc/10048.jpg,0.149394
10049,BigDataCup2022/S1/test/input/10049.jpg,BigDataCup2022/S1/test/enc/10049.jpg,2.170248
10050,BigDataCup2022/S1/test/input/10050.jpg,BigDataCup2022/S1/test/enc/10050.jpg,0.090319
10051,BigDataCup2022/S1/test/input/10051.jpg,BigDataCup2022/S1/test/enc/10051.jpg,3.757944
10052,BigDataCup2022/S1/test/input/10052.jpg,BigDataCup2022/S1/test/enc/10052.jpg,4.474712
10053,BigDataCup2022/S1/test/input/10053.jpg,BigDataCup2022/S1/test/enc/10053.jpg,5.438858
10054,BigDataCup2022/S1/test/input/10054.jpg,BigDataCup2022/S1/test/enc/10054.jpg,2.902145
10055,BigDataCup2022/S1/test/input/10055.jpg,BigDataCup2022/S1/test/enc/10055.jpg,3.342161
10056,BigDataCup2022/S1/test/input/10056.jpg,BigDataCup2022/S1/test/enc/10056.jpg,0.164036
10057,BigDataCup2022/S1/test/input/10057.jpg,BigDataCup2022/S1/test/enc/10057.jpg,0.108398
10058,BigDataCup2022/S1/test/input/10058.jpg,BigDataCup2022/S1/test/enc/10058.jpg,3.686224
10059,BigDataCup2022/S1/test/input/10059.jpg,BigDataCup2022/S1/test/enc/10059.jpg,4.700459
10060,BigDataCup2022/S1/test/input/10060.jpg,BigDataCup2022/S1/test/enc/10060.jpg,0.040195
10061,BigDataCup2022/S1/test/input/10061.jpg,BigDataCup2022/S1/test/enc/10061.jpg,2.311146
10062,BigDataCup2022/S1/test/input/10062.jpg,BigDataCup2022/S1/test/enc/10062.jpg,0.062304
10063,BigDataCup2022/S1/test/input/10063.jpg,BigDataCup2022/S1/test/enc/10063.jpg,3.704965
10064,BigDataCup2022/S1/test/input/10064.jpg,BigDataCup2022/S1/test/enc/10064.jpg,2.503661
10065,BigDataCup2022/S1/test/input/10065.jpg,BigDataCup2022/S1/test/enc/10065.jpg,4.141224
10066,BigDataCup2022/S1/test/input/10066.jpg,BigDataCup2022/S1/test/enc/10066.jpg,3.864657
10067,BigDataCup2022/S1/test/input/10067.jpg,BigDataCup2022/S1/test/enc/10067.jpg,4.245334
10068,BigDataCup2022/S1/test/input/10068.jpg,BigDataCup2022/S1/test/enc/10068.jpg,0.016421
10069,BigDataCup2022/S1/test/input/10069.jpg,BigDataCup2022/S1/test/enc/10069.jpg,3.774311
10070,BigDataCup2022/S1/test/input/10070.jpg,BigDataCup2022/S1/test/enc/10070.jpg,2.860929
10071,BigDataCup2022/S1/test/input/10071.jpg,BigDataCup2022/S1/test/enc/10071.jpg,2.494078
10072,BigDataCup2022/S1/test/input/10072.jpg,BigDataCup2022/S1/test/enc/10072.jpg,3.660661
10073,BigDataCup2022/S1/test/input/10073.jpg,BigDataCup2022/S1/test/enc/10073.jpg,2.154967
10074,BigDataCup2022/S1/test/input/10074.jpg,BigDataCup2022/S1/test/enc/10074.jpg,0.207123
10075,BigDataCup2022/S1/test/input/10075.jpg,BigDataCup2022/S1/test/enc/10075.jpg,1.959036
10076,BigDataCup2022/S1/test/input/10076.jpg,BigDataCup2022/S1/test/enc/10076.jpg,3.901544
10077,BigDataCup2022/S1/test/input/10077.jpg,BigDataCup2022/S1/test/enc/10077.jpg,0.064580
10078,BigDataCup2022/S1/test/input/10078.jpg,BigDataCup2022/S1/test/enc/10078.jpg,0.105048
10079,BigDataCup2022/S1/test/input/10079.jpg,BigDataCup2022/S1/test/enc/10079.jpg,0.299761
10080,BigDataCup2022/S1/test/input/10080.jpg,BigDataCup2022/S1/test/enc/10080.jpg,0.189869
10081,BigDataCup2022/S1/test/input/10081.jpg,BigDataCup2022/S1/test/enc/10081.jpg,0.330578
10082,BigDataCup2022/S1/test/input/10082.jpg,BigDataCup2022/S1/test/enc/10082.jpg,0.291238
10083,BigDataCup2022/S1/test/input/10083.jpg,BigDataCup2022/S1/test/enc/10083.jpg,0.104804
10084,BigDataCup2022/S1/test/input/10084.jpg,BigDataCup2022/S1/test/enc/10084.jpg,0.060367
10085,BigDataCup2022/S1/test/input/10085.jpg,BigDataCup2022/S1/test/enc/10085.jpg,0.281051
10086,BigDataCup2022/S1/test/input/10086.jpg,BigDataCup2022/S1/test/enc/10086.jpg,0.138102
10087,BigDataCup2022/S1/test/input/10087.jpg,BigDataCup2022/S1/test/enc/10087.jpg,4.508320
10088,BigDataCup2022/S1/test/input/10088.jpg,BigDataCup2022/S1/test/enc/10088.jpg,0.128535
10089,BigDataCup2022/S1/test/input/10089.jpg,BigDataCup2022/S1/test/enc/10089.jpg,0.118200
10090,BigDataCup2022/S1/test/input/10090.jpg,BigDataCup2022/S1/test/enc/10090.jpg,0.054090
10091,BigDataCup2022/S1/test/input/10091.jpg,BigDataCup2022/S1/test/enc/10091.jpg,0.868121
10092,BigDataCup2022/S1/test/input/10092.jpg,BigDataCup2022/S1/test/enc/10092.jpg,0.076889
10093,BigDataCup2022/S1/test/input/10093.jpg,BigDataCup2022/S1/test/enc/10093.jpg,0.211414
10094,BigDataCup2022/S1/test/input/10094.jpg,BigDataCup2022/S1/test/enc/10094.jpg,4.421632
10095,BigDataCup2022/S1/test/input/10095.jpg,BigDataCup2022/S1/test/enc/10095.jpg,0.179646
10096,BigDataCup2022/S1/test/input/10096.jpg,BigDataCup2022/S1/test/enc/10096.jpg,1.045371
10097,BigDataCup2022/S1/test/input/10097.jpg,BigDataCup2022/S1/test/enc/10097.jpg,7.876432
10098,BigDataCup2022/S1/test/input/10098.jpg,BigDataCup2022/S1/test/enc/10098.jpg,3.736506
10099,BigDataCup2022/S1/test/input/10099.jpg,BigDataCup2022/S1/test/enc/10099.jpg,1.175338
10100,BigDataCup2022/S1/test/input/10100.jpg,BigDataCup2022/S1/test/enc/10100.jpg,0.071158
10101,BigDataCup2022/S1/test/input/10101.jpg,BigDataCup2022/S1/test/enc/10101.jpg,0.267519
10102,BigDataCup2022/S1/test/input/10102.jpg,BigDataCup2022/S1/test/enc/10102.jpg,5.079283
10103,BigDataCup2022/S1/test/input/10103.jpg,BigDataCup2022/S1/test/enc/10103.jpg,0.114983
10104,BigDataCup2022/S1/test/input/10104.jpg,BigDataCup2022/S1/test/enc/10104.jpg,0.262059
10105,BigDataCup2022/S1/test/input/10105.jpg,BigDataCup2022/S1/test/enc/10105.jpg,0.140087
10106,BigDataCup2022/S1/test/input/10106.jpg,BigDataCup2022/S1/test/enc/10106.jpg,0.231537
10107,BigDataCup2022/S1/test/input/10107.jpg,BigDataCup2022/S1/test/enc/10107.jpg,0.216281
10108,BigDataCup2022/S1/test/input/10108.jpg,BigDataCup2022/S1/test/enc/10108.jpg,0.043877
10109,BigDataCup2022/S1/test/input/10109.jpg,BigDataCup2022/S1/test/enc/10109.jpg,4.680234
10110,BigDataCup2022/S1/test/input/10110.jpg,BigDataCup2022/S1/test/enc/10110.jpg,1.970729
10111,BigDataCup2022/S1/test/input/10111.jpg,BigDataCup2022/S1/test/enc/10111.jpg,0.141392
10112,BigDataCup2022/S1/test/input/10112.jpg,BigDataCup2022/S1/test/enc/10112.jpg,0.118278
10113,BigDataCup2022/S1/test/input/10113.jpg,BigDataCup2022/S1/test/enc/10113.jpg,0.099843
10114,BigDataCup2022/S1/test/input/10114.jpg,BigDataCup2022/S1/test/enc/10114.jpg,0.046003
10115,BigDataCup2022/S1/test/input/10115.jpg,BigDataCup2022/S1/test/enc/10115.jpg,0.263193
10116,BigDataCup2022/S1/test/input/10116.jpg,BigDataCup2022/S1/test/enc/10116.jpg,4.932757
10117,BigDataCup2022/S1/test/input/10117.jpg,BigDataCup2022/S1/test/enc/10117.jpg,0.151710
10118,BigDataCup2022/S1/test/input/10118.jpg,BigDataCup2022/S1/test/enc/10118.jpg,5.200341
10119,BigDataCup2022/S1/test/input/10119.jpg,BigDataCup2022/S1/test/enc/10119.jpg,0.100629
10120,BigDataCup2022/S1/test/input/10120.jpg,BigDataCup2022/S1/test/enc/10120.jpg,3.590097
10121,BigDataCup2022/S1/test/input/10121.jpg,BigDataCup2022/S1/test/enc/10121.jpg,0.086146
10122,BigDataCup2022/S1/test/input/10122.jpg,BigDataCup2022/S1/test/enc/10122.jpg,0.030936
10123,BigDataCup2022/S1/test/input/10123.jpg,BigDataCup2022/S1/test/enc/10123.jpg,0.097367
10124,BigDataCup2022/S1/test/input/10124.jpg,BigDataCup2022/S1/test/enc/10124.jpg,0.146786
10125,BigDataCup2022/S1/test/input/10125.jpg,BigDataCup2022/S1/test/enc/10125.jpg,2.771702
10126,BigDataCup2022/S1/test/input/10126.jpg,BigDataCup2022/S1/test/enc/10126.jpg,0.166796
10127,BigDataCup2022/S1/test/input/10127.jpg,BigDataCup2022/S1/test/enc/10127.jpg,4.084009
10128,BigDataCup2022/S1/test/input/10128.jpg,BigDataCup2022/S1/test/enc/10128.jpg,0.042848
10129,BigDataCup2022/S1/test/input/10129.jpg,BigDataCup2022/S1/test/enc/10129.jpg,0.063585
10130,BigDataCup2022/S1/test/input/10130.jpg,BigDataCup2022/S1/test/enc/10130.jpg,4.513431
10131,BigDataCup2022/S1/test/input/10131.jpg,BigDataCup2022/S1/test/enc/10131.jpg,0.743589
10132,BigDataCup2022/S1/test/input/10132.jpg,BigDataCup2022/S1/test/enc/10132.jpg,0.130143
10133,BigDataCup2022/S1/test/input/10133.jpg,BigDataCup2022/S1/test/enc/10133.jpg,0.072144
10134,BigDataCup2022/S1/test/input/10134.jpg,BigDataCup2022/S1/test/enc/10134.jpg,0.074076
10135,BigDataCup2022/S1/test/input/10135.jpg,BigDataCup2022/S1/test/enc/10135.jpg,0.094419
10136,BigDataCup2022/S1/test/input/10136.jpg,BigDataCup2022/S1/test/enc/10136.jpg,0.132713
10137,BigDataCup2022/S1/test/input/10137.jpg,BigDataCup2022/S1/test/enc/10137.jpg,0.178360
10138,BigDataCup2022/S1/test/input/10138.jpg,BigDataCup2022/S1/test/enc/10138.jpg,4.886530
10139,BigDataCup2022/S1/test/input/10139.jpg,BigDataCup2022/S1/test/enc/10139.jpg,3.223689
10140,BigDataCup2022/S1/test/input/10140.jpg,BigDataCup2022/S1/test/enc/10140.jpg,4.422119
10141,BigDataCup2022/S1/test/input/10141.jpg,BigDataCup2022/S1/test/enc/10141.jpg,0.287137
10142,BigDataCup2022/S1/test/input/10142.jpg,BigDataCup2022/S1/test/enc/10142.jpg,1.109966
10143,BigDataCup2022/S1/test/input/10143.jpg,BigDataCup2022/S1/test/enc/10143.jpg,0.131199
10144,BigDataCup2022/S1/test/input/10144.jpg,BigDataCup2022/S1/test/enc/10144.jpg,0.109246
10145,BigDataCup2022/S1/test/input/10145.jpg,BigDataCup2022/S1/test/enc/10145.jpg,0.293592
10146,BigDataCup2022/S1/test/input/10146.jpg,BigDataCup2022/S1/test/enc/10146.jpg,0.249830
10147,BigDataCup2022/S1/test/input/10147.jpg,BigDataCup2022/S1/test/enc/10147.jpg,0.055582
10148,BigDataCup2022/S1/test/input/10148.jpg,BigDataCup2022/S1/test/enc/10148.jpg,0.047676
10149,BigDataCup2022/S1/test/input/10149.jpg,BigDataCup2022/S1/test/enc/10149.jpg,0.037688
10150,BigDataCup2022/S1/test/input/10150.jpg,BigDataCup2022/S1/test/enc/10150.jpg,2.087224
10151,BigDataCup2022/S1/test/input/10151.jpg,BigDataCup2022/S1/test/enc/10151.jpg,0.116228
10152,BigDataCup2022/S1/test/input/10152.jpg,BigDataCup2022/S1/test/enc/10152.jpg,3.593238
10153,BigDataCup2022/S1/test/input/10153.jpg,BigDataCup2022/S1/test/enc/10153.jpg,4.140061
10154,BigDataCup2022/S1/test/input/10154.jpg,BigDataCup2022/S1/test/enc/10154.jpg,0.117245
10155,BigDataCup2022/S1/test/input/10155.jpg,BigDataCup2022/S1/test/enc/10155.jpg,4.270302
10156,BigDataCup2022/S1/test/input/10156.jpg,BigDataCup2022/S1/test/enc/10156.jpg,0.061704
10157,BigDataCup2022/S1/test/input/10157.jpg,BigDataCup2022/S1/test/enc/10157.jpg,0.179124
10158,BigDataCup2022/S1/test/input/10158.jpg,BigDataCup2022/S1/test/enc/10158.jpg,0.115196
10159,BigDataCup2022/S1/test/input/10159.jpg,BigDataCup2022/S1/test/enc/10159.jpg,3.112670
10160,BigDataCup2022/S1/test/input/10160.jpg,BigDataCup2022/S1/test/enc/10160.jpg,3.461454
10161,BigDataCup2022/S1/test/input/10161.jpg,BigDataCup2022/S1/test/enc/10161.jpg,1.855064
10162,BigDataCup2022/S1/test/input/10162.jpg,BigDataCup2022/S1/test/enc/10162.jpg,0.051753
10163,BigDataCup2022/S1/test/input/10163.jpg,BigDataCup2022/S1/test/enc/10163.jpg,0.149592
10164,BigDataCup2022/S1/test/input/10164.jpg,BigDataCup2022/S1/test/enc/10164.jpg,0.041491
10165,BigDataCup2022/S1/test/input/10165.jpg,BigDataCup2022/S1/test/enc/10165.jpg,3.759159
10166,BigDataCup2022/S1/test/input/10166.jpg,BigDataCup2022/S1/test/enc/10166.jpg,2.758963
10167,BigDataCup2022/S1/test/input/10167.jpg,BigDataCup2022/S1/test/enc/10167.jpg,0.473346
10168,BigDataCup2022/S1/test/input/10168.jpg,BigDataCup2022/S1/test/enc/10168.jpg,2.760342
10169,BigDataCup2022/S1/test/input/10169.jpg,BigDataCup2022/S1/test/enc/10169.jpg,3.248450
10170,BigDataCup2022/S1/test/input/10170.jpg,BigDataCup2022/S1/test/enc/10170.jpg,3.999026
10171,BigDataCup2022/S1/test/input/10171.jpg,BigDataCup2022/S1/test/enc/10171.jpg,1.542624
10172,BigDataCup2022/S1/test/input/10172.jpg,BigDataCup2022/S1/test/enc/10172.jpg,0.049487
10173,BigDataCup2022/S1/test/input/10173.jpg,BigDataCup2022/S1/test/enc/10173.jpg,3.677072
10174,BigDataCup2022/S1/test/input/10174.jpg,BigDataCup2022/S1/test/enc/10174.jpg,0.273538
10175,BigDataCup2022/S1/test/input/10175.jpg,BigDataCup2022/S1/test/enc/10175.jpg,4.588813
10176,BigDataCup2022/S1/test/input/10176.jpg,BigDataCup2022/S1/test/enc/10176.jpg,0.036821
10177,BigDataCup2022/S1/test/input/10177.jpg,BigDataCup2022/S1/test/enc/10177.jpg,2.594172
10178,BigDataCup2022/S1/test/input/10178.jpg,BigDataCup2022/S1/test/enc/10178.jpg,0.149295
10179,BigDataCup2022/S1/test/input/10179.jpg,BigDataCup2022/S1/test/enc/10179.jpg,3.819832
10180,BigDataCup2022/S1/test/input/10180.jpg,BigDataCup2022/S1/test/enc/10180.jpg,0.182043
10181,BigDataCup2022/S1/test/input/10181.jpg,BigDataCup2022/S1/test/enc/10181.jpg,0.027612
10182,BigDataCup2022/S1/test/input/10182.jpg,BigDataCup2022/S1/test/enc/10182.jpg,0.050119
10183,BigDataCup2022/S1/test/input/10183.jpg,BigDataCup2022/S1/test/enc/10183.jpg,4.434256
10184,BigDataCup2022/S1/test/input/10184.jpg,BigDataCup2022/S1/test/enc/10184.jpg,4.197460
10185,BigDataCup2022/S1/test/input/10185.jpg,BigDataCup2022/S1/test/enc/10185.jpg,5.468788
10186,BigDataCup2022/S1/test/input/10186.jpg,BigDataCup2022/S1/test/enc/10186.jpg,0.115150
10187,BigDataCup2022/S1/test/input/10187.jpg,BigDataCup2022/S1/test/enc/10187.jpg,0.095080
10188,BigDataCup2022/S1/test/input/10188.jpg,BigDataCup2022/S1/test/enc/10188.jpg,0.140603
10189,BigDataCup2022/S1/test/input/10189.jpg,BigDataCup2022/S1/test/enc/10189.jpg,4.150508
10190,BigDataCup2022/S1/test/input/10190.jpg,BigDataCup2022/S1/test/enc/10190.jpg,0.097840
10191,BigDataCup2022/S1/test/input/10191.jpg,BigDataCup2022/S1/test/enc/10191.jpg,3.332053
10192,BigDataCup2022/S1/test/input/10192.jpg,BigDataCup2022/S1/test/enc/10192.jpg,0.059475
10193,BigDataCup2022/S1/test/input/10193.jpg,BigDataCup2022/S1/test/enc/10193.jpg,0.086151
10194,BigDataCup2022/S1/test/input/10194.jpg,BigDataCup2022/S1/test/enc/10194.jpg,5.809787
10195,BigDataCup2022/S1/test/input/10195.jpg,BigDataCup2022/S1/test/enc/10195.jpg,0.082586
10196,BigDataCup2022/S1/test/input/10196.jpg,BigDataCup2022/S1/test/enc/10196.jpg,2.642426
10197,BigDataCup2022/S1/test/input/10197.jpg,BigDataCup2022/S1/test/enc/10197.jpg,3.443750
10198,BigDataCup2022/S1/test/input/10198.jpg,BigDataCup2022/S1/test/enc/10198.jpg,0.064167
10199,BigDataCup2022/S1/test/input/10199.jpg,BigDataCup2022/S1/test/enc/10199.jpg,0.064203
10200,BigDataCup2022/S1/test/input/10200.jpg,BigDataCup2022/S1/test/enc/10200.jpg,3.376880
10201,BigDataCup2022/S1/test/input/10201.jpg,BigDataCup2022/S1/test/enc/10201.jpg,0.683147
10202,BigDataCup2022/S1/test/input/10202.jpg,BigDataCup2022/S1/test/enc/10202.jpg,0.422459
10203,BigDataCup2022/S1/test/input/10203.jpg,BigDataCup2022/S1/test/enc/10203.jpg,0.116488
10204,BigDataCup2022/S1/test/input/10204.jpg,BigDataCup2022/S1/test/enc/10204.jpg,2.706497
10205,BigDataCup2022/S1/test/input/10205.jpg,BigDataCup2022/S1/test/enc/10205.jpg,0.165836
10206,BigDataCup2022/S1/test/input/10206.jpg,BigDataCup2022/S1/test/enc/10206.jpg,0.115599
10207,BigDataCup2022/S1/test/input/10207.jpg,BigDataCup2022/S1/test/enc/10207.jpg,3.781415
10208,BigDataCup2022/S1/test/input/10208.jpg,BigDataCup2022/S1/test/enc/10208.jpg,0.148100
10209,BigDataCup2022/S1/test/input/10209.jpg,BigDataCup2022/S1/test/enc/10209.jpg,1.180822
10210,BigDataCup2022/S1/test/input/10210.jpg,BigDataCup2022/S1/test/enc/10210.jpg,2.756020
10211,BigDataCup2022/S1/test/input/10211.jpg,BigDataCup2022/S1/test/enc/10211.jpg,2.853866
10212,BigDataCup2022/S1/test/input/10212.jpg,BigDataCup2022/S1/test/enc/10212.jpg,0.096900
10213,BigDataCup2022/S1/test/input/10213.jpg,BigDataCup2022/S1/test/enc/10213.jpg,2.476503
10214,BigDataCup2022/S1/test/input/10214.jpg,BigDataCup2022/S1/test/enc/10214.jpg,2.055429
10215,BigDataCup2022/S1/test/input/10215.jpg,BigDataCup2022/S1/test/enc/10215.jpg,0.089378
10216,BigDataCup2022/S1/test/input/10216.jpg,BigDataCup2022/S1/test/enc/10216.jpg,0.052115
10217,BigDataCup2022/S1/test/input/10217.jpg,BigDataCup2022/S1/test/enc/10217.jpg,0.393026
10218,BigDataCup2022/S1/test/input/10218.jpg,BigDataCup2022/S1/test/enc/10218.jpg,3.532121
10219,BigDataCup2022/S1/test/input/10219.jpg,BigDataCup2022/S1/test/enc/10219.jpg,0.868741
10220,BigDataCup2022/S1/test/input/10220.jpg,BigDataCup2022/S1/test/enc/10220.jpg,0.981357
10221,BigDataCup2022/S1/test/input/10221.jpg,BigDataCup2022/S1/test/enc/10221.jpg,5.462995
10222,BigDataCup2022/S1/test/input/10222.jpg,BigDataCup2022/S1/test/enc/10222.jpg,1.333307
10223,BigDataCup2022/S1/test/input/10223.jpg,BigDataCup2022/S1/test/enc/10223.jpg,0.079998
10224,BigDataCup2022/S1/test/input/10224.jpg,BigDataCup2022/S1/test/enc/10224.jpg,0.043412
10225,BigDataCup2022/S1/test/input/10225.jpg,BigDataCup2022/S1/test/enc/10225.jpg,2.561885
10226,BigDataCup2022/S1/test/input/10226.jpg,BigDataCup2022/S1/test/enc/10226.jpg,4.601418
10227,BigDataCup2022/S1/test/input/10227.jpg,BigDataCup2022/S1/test/enc/10227.jpg,0.499813
10228,BigDataCup2022/S1/test/input/10228.jpg,BigDataCup2022/S1/test/enc/10228.jpg,0.047611
10229,BigDataCup2022/S1/test/input/10229.jpg,BigDataCup2022/S1/test/enc/10229.jpg,0.439263
10230,BigDataCup2022/S1/test/input/10230.jpg,BigDataCup2022/S1/test/enc/10230.jpg,2.856962
10231,BigDataCup2022/S1/test/input/10231.jpg,BigDataCup2022/S1/test/enc/10231.jpg,0.141623
10232,BigDataCup2022/S1/test/input/10232.jpg,BigDataCup2022/S1/test/enc/10232.jpg,0.069249
10233,BigDataCup2022/S1/test/input/10233.jpg,BigDataCup2022/S1/test/enc/10233.jpg,2.958292
10234,BigDataCup2022/S1/test/input/10234.jpg,BigDataCup2022/S1/test/enc/10234.jpg,0.067443
10235,BigDataCup2022/S1/test/input/10235.jpg,BigDataCup2022/S1/test/enc/10235.jpg,0.134758
10236,BigDataCup2022/S1/test/input/10236.jpg,BigDataCup2022/S1/test/enc/10236.jpg,0.067896
10237,BigDataCup2022/S1/test/input/10237.jpg,BigDataCup2022/S1/test/enc/10237.jpg,5.268759
10238,BigDataCup2022/S1/test/input/10238.jpg,BigDataCup2022/S1/test/enc/10238.jpg,0.231811
10239,BigDataCup2022/S1/test/input/10239.jpg,BigDataCup2022/S1/test/enc/10239.jpg,3.082342
10240,BigDataCup2022/S1/test/input/10240.jpg,BigDataCup2022/S1/test/enc/10240.jpg,4.200786
10241,BigDataCup2022/S1/test/input/10241.jpg,BigDataCup2022/S1/test/enc/10241.jpg,2.639126
10242,BigDataCup2022/S1/test/input/10242.jpg,BigDataCup2022/S1/test/enc/10242.jpg,0.111784
10243,BigDataCup2022/S1/test/input/10243.jpg,BigDataCup2022/S1/test/enc/10243.jpg,2.759129
10244,BigDataCup2022/S1/test/input/10244.jpg,BigDataCup2022/S1/test/enc/10244.jpg,0.165894
10245,BigDataCup2022/S1/test/input/10245.jpg,BigDataCup2022/S1/test/enc/10245.jpg,0.049104
10246,BigDataCup2022/S1/test/input/10246.jpg,BigDataCup2022/S1/test/enc/10246.jpg,2.451282
10247,BigDataCup2022/S1/test/input/10247.jpg,BigDataCup2022/S1/test/enc/10247.jpg,0.072070
10248,BigDataCup2022/S1/test/input/10248.jpg,BigDataCup2022/S1/test/enc/10248.jpg,0.057045
10249,BigDataCup2022/S1/test/input/10249.jpg,BigDataCup2022/S1/test/enc/10249.jpg,0.046339
10250,BigDataCup2022/S1/test/input/10250.jpg,BigDataCup2022/S1/test/enc/10250.jpg,3.758551
10251,BigDataCup2022/S1/test/input/10251.jpg,BigDataCup2022/S1/test/enc/10251.jpg,0.195950
10252,BigDataCup2022/S1/test/input/10252.jpg,BigDataCup2022/S1/test/enc/10252.jpg,4.026260
10253,BigDataCup2022/S1/test/input/10253.jpg,BigDataCup2022/S1/test/enc/10253.jpg,3.774653
